"product_id","category","brand","season","size","color","original_price","markdown_percentage","current_price","purchase_date","stock_quantity","customer_rating","is_returned","return_reason","item","fit","material","target_gender","season_purchased"
FB000051,Bottoms,H&M,Fall,M,Beige,50.91,0.0,50.91,"2025-08-06",3,1.8,false,"",Jeans,Regular,Cotton,Unisex,out-of-season
FB000052,Outerwear,Forever21,Spring,S,White,222.26,0.0,222.26,"2025-05-03",50,4.5,false,"",Wool Coat,Oversized,Polyester,Women,in-season
FB000053,Shoes,Gap,Summer,S,Navy,104.14,0.5709999847412109,44.68,"2025-08-06",14,1.8,false,"",Sneakers,Regular,Synthetic,Men,in-season
FB000054,Outerwear,Zara,Spring,S,White,166.76,0.0,166.76,"2025-06-12",21,4.2,false,"",Wool Coat,Relaxed,Polyester,Men,out-of-season
FB000055,Accessories,Banana Republic,Fall,"",Black,44.13,0.509000015258789,21.67,"2025-08-06",21,3.0,false,"",Cap,Regular,Synthetic,Men,out-of-season
FB000056,Outerwear,Gap,Summer,S,Green,121.29,0.15199999809265136,102.85,"2025-08-06",42,,false,"",Bomber Jacket,Oversized,Cotton Blend,Unisex,in-season
FB000057,Tops,H&M,Spring,S,Beige,73.71,0.0,73.71,"2025-07-10",35,3.9,true,Quality Issue,T-Shirt,Slim,Viscose,Women,out-of-season
FB000058,Bottoms,Zara,Spring,XL,Brown,84.07,0.26299999237060545,61.96,"2024-10-25",19,2.3,true,Size Issue,Trousers,Slim,Denim,Women,out-of-season
FB000059,Tops,Mango,Summer,XS,Black,28.59,0.0,28.59,"2025-08-06",39,1.4,false,"",Blouse,Oversized,Wool,Unisex,in-season
FB000060,Shoes,Mango,Winter,XXL,Blue,166.49,0.025999999046325682,162.16,"2025-08-06",27,,false,"",Sandals,Slim,Synthetic,Men,out-of-season
FB000061,Shoes,Ann Taylor,Summer,M,White,145.95,0.06599999904632568,136.32,"2025-08-06",15,4.0,false,"",Sneakers,Relaxed,Synthetic,Men,in-season
FB000062,Outerwear,Gap,Fall,M,Purple,218.42,0.0,218.42,"2025-08-06",33,4.4,true,Changed Mind,Denim Jacket,Oversized,Polyester,Men,out-of-season
FB000063,Accessories,Forever21,Winter,"",White,46.17,0.01100000023841858,45.66,"2025-08-06",30,1.9,false,"",Belt,Slim,Leather,Men,out-of-season
FB000064,Shoes,H&M,Summer,"",Green,106.18,0.18,87.07,"2025-08-06",11,4.5,false,"",Ankle Boots,Slim,Synthetic,Unisex,in-season
FB000065,Tops,Zara,Winter,XS,Gray,93.33,0.024000000953674317,91.09,"2025-08-06",20,4.2,false,"",Blouse,Regular,Wool,Unisex,out-of-season
FB000066,Bottoms,Mango,Spring,XS,White,86.54,0.21700000762939453,67.76,"2025-06-01",21,3.6,true,Changed Mind,Jeans,Oversized,Cotton,Men,out-of-season
FB000067,Accessories,Ann Taylor,Summer,"",Green,55.57,0.0,55.57,"2025-08-06",44,3.8,false,"",Belt,Oversized,Cotton,Women,in-season
FB000068,Tops,Forever21,Spring,XL,Black,76.5,0.0,76.5,"2025-01-26",17,4.6,false,"",Knit Top,Relaxed,Cotton,Unisex,out-of-season
FB000069,Dresses,Forever21,Spring,XS,Green,137.19,0.095,124.16,"2025-04-01",17,,false,"",Earrings,Relaxed,Mixed,Women,in-season
FB000070,Tops,Zara,Summer,XL,Purple,48.92,0.19799999237060548,39.23,"2025-08-06",17,2.6,false,"",Blouse,Slim,Cotton,Women,in-season
FB000071,Shoes,Ann Taylor,Winter,XL,White,69.82,0.0,69.82,"2025-08-06",46,,true,Wrong Item,Sandals,Regular,Leather,Unisex,out-of-season
FB000072,Outerwear,Mango,Summer,XXL,Red,199.39,0.07400000095367432,184.64,"2025-08-06",49,,false,"",Denim Jacket,Regular,Wool Blend,Women,in-season
FB000073,Outerwear,Banana Republic,Summer,M,White,222.09,0.5520000076293945,99.5,"2025-08-06",21,4.5,false,"",Denim Jacket,Regular,Cotton Blend,Women,in-season
FB000074,Tops,Mango,Fall,XS,Red,112.86,0.0,112.86,"2025-08-06",8,2.9,false,"",Hoodie,Regular,Cotton,Women,out-of-season
FB000075,Dresses,Mango,Spring,XS,Green,100.96,0.0,100.96,"2025-05-10",32,3.3,false,"",Shoulder Bag,Oversized,Mixed,Unisex,in-season
FB000076,Outerwear,Gap,Spring,XL,Green,243.56,0.48,126.65,"2024-10-14",22,4.4,true,Changed Mind,Bomber Jacket,Relaxed,Polyester,Men,out-of-season
FB000077,Dresses,Mango,Spring,XXL,Red,153.32,0.0,153.32,"2024-09-13",43,2.9,false,"",Earrings,Regular,Mixed,Men,out-of-season
FB000078,Accessories,Uniqlo,Fall,"",Purple,42.95,0.225,33.29,"2025-08-06",7,1.9,true,Size Issue,Bag,Relaxed,Synthetic,Women,out-of-season
FB000079,Tops,H&M,Summer,S,Green,30.79,0.0,30.79,"2025-08-06",36,3.4,false,"",Sweater,Regular,Wool,Men,in-season
FB000080,Accessories,Uniqlo,Fall,"",Brown,59.85,0.0,59.85,"2025-08-06",38,4.0,false,"",Belt,Oversized,Cotton,Men,out-of-season
FB000081,Tops,Banana Republic,Spring,S,Navy,78.16,0.19100000381469726,63.23,"2025-07-25",23,,false,"",T-Shirt,Oversized,Wool,Women,out-of-season
FB000082,Tops,Ann Taylor,Fall,M,White,113.17,0.19100000381469726,91.55,"2025-08-06",15,4.9,false,"",Hoodie,Regular,Wool,Women,out-of-season
FB000083,Dresses,Ann Taylor,Winter,S,Blue,174.13,0.0,174.13,"2025-08-06",34,3.7,false,"",Tote Bag,Relaxed,Mixed,Women,out-of-season
FB000084,Shoes,Zara,Summer,XS,Purple,191.96,0.0,191.96,"2025-08-06",50,,false,"",Ankle Boots,Oversized,Synthetic,Unisex,in-season
FB000085,Outerwear,Ann Taylor,Spring,XL,Beige,222.55,0.22600000381469726,172.25,"2025-02-10",50,,false,"",Denim Jacket,Relaxed,Cotton Blend,Men,out-of-season
FB000086,Bottoms,Forever21,Winter,XS,Black,37.85,0.11899999618530273,33.35,"2025-08-06",45,3.4,true,Changed Mind,Chinos,Regular,Polyester,Unisex,out-of-season
FB000087,Outerwear,Uniqlo,Summer,M,Gray,241.09,0.0,241.09,"2025-08-06",26,,false,"",Trench Coat,Relaxed,Polyester,Women,in-season
FB000088,Dresses,Banana Republic,Spring,S,Navy,136.97,0.0,136.97,"2024-10-25",17,4.4,true,Quality Issue,Belt,Regular,Mixed,Men,out-of-season
FB000089,Shoes,H&M,Spring,M,Blue,113.79,0.5529999923706055,50.86,"2024-12-29",47,4.1,false,"",Sandals,Relaxed,Synthetic,Men,out-of-season
FB000090,Bottoms,H&M,Summer,XXL,White,93.23,0.4,55.94,"2025-08-06",46,1.9,false,"",Chinos,Slim,Cotton,Men,in-season
FB000091,Shoes,Uniqlo,Spring,S,Navy,106.24,0.06400000095367432,99.44,"2024-09-09",50,1.5,false,"",Sneakers,Oversized,Synthetic,Unisex,out-of-season
FB000092,Accessories,Zara,Winter,"",Brown,30.95,0.0,30.95,"2025-08-06",27,3.1,true,Changed Mind,Cap,Oversized,Synthetic,Women,out-of-season
FB000093,Shoes,Zara,Summer,S,Black,76.92,0.495,38.84,"2025-08-06",7,1.1,false,"",Ankle Boots,Relaxed,Synthetic,Women,in-season
FB000094,Bottoms,H&M,Fall,XS,Beige,80.64,0.0,80.64,"2025-08-06",26,,false,"",Chinos,Relaxed,Polyester,Men,out-of-season
FB000095,Bottoms,Zara,Fall,XS,Beige,32.46,0.524000015258789,15.45,"2025-08-06",14,3.9,false,"",Skirt,Oversized,Cotton,Men,out-of-season
FB000096,Accessories,Gap,Summer,"",Black,54.79,0.0,54.79,"2025-08-06",12,4.5,false,"",Belt,Slim,Cotton,Men,in-season
FB000097,Bottoms,H&M,Winter,M,Pink,71.14,0.5640000152587891,31.02,"2025-08-06",12,3.4,false,"",Chinos,Relaxed,Denim,Women,out-of-season
FB000098,Bottoms,Ann Taylor,Summer,XXL,Navy,57.85,0.0,57.85,"2025-08-06",36,3.5,false,"",Chinos,Relaxed,Cotton,Men,in-season
FB000099,Bottoms,Zara,Summer,XS,Green,33.37,0.03,32.37,"2025-08-06",40,1.3,false,"",Skirt,Relaxed,Cotton,Women,in-season
FB000100,Tops,Gap,Summer,L,Black,91.83,0.0,91.83,"2025-08-06",39,4.9,false,"",Hoodie,Slim,Cotton,Women,in-season
FB000101,Bottoms,Zara,Fall,L,White,60.12,0.195,48.4,"2025-08-06",42,1.0,false,"",Jeans,Regular,Polyester,Men,out-of-season
FB000102,Dresses,Banana Republic,Winter,S,White,163.5,0.0,163.5,"2025-08-06",34,4.9,false,"",Shoulder Bag,Regular,Mixed,Men,out-of-season
FB000103,Dresses,Uniqlo,Spring,S,Beige,126.37,0.0,126.37,"2024-11-08",25,1.8,false,"",Earrings,Regular,Mixed,Women,out-of-season
FB000104,Bottoms,Uniqlo,Winter,L,Navy,50.01,0.5820000076293945,20.9,"2025-08-06",32,4.8,false,"",Chinos,Slim,Polyester,Women,out-of-season
FB000105,Shoes,H&M,Winter,S,Red,84.31,0.0,84.31,"2025-08-06",10,3.9,false,"",Sandals,Slim,Synthetic,Women,out-of-season
FB000106,Bottoms,Banana Republic,Spring,XL,Beige,100.98,0.0,100.98,"2025-06-17",21,2.8,false,"",Jeans,Oversized,Polyester,Women,out-of-season
FB000107,Bottoms,Banana Republic,Summer,M,Beige,38.02,0.0,38.02,"2025-08-06",44,4.7,false,"",Skirt,Relaxed,Cotton,Men,in-season
FB000108,Bottoms,H&M,Fall,XL,Blue,63.85,0.0,63.85,"2025-08-06",41,,false,"",Jeans,Slim,Denim,Unisex,out-of-season
FB000109,Shoes,H&M,Fall,XS,Navy,183.15,0.0,183.15,"2025-08-06",23,4.1,false,"",Ankle Boots,Regular,Leather,Women,out-of-season
FB000110,Dresses,Zara,Winter,S,Gray,91.0,0.595,36.86,"2025-08-06",5,3.9,false,"",Tote Bag,Regular,Mixed,Men,out-of-season
FB000111,Outerwear,Uniqlo,Spring,L,Black,92.83,0.0,92.83,"2025-07-20",9,1.2,false,"",Bomber Jacket,Regular,Wool Blend,Unisex,out-of-season
FB000112,Accessories,Banana Republic,Winter,"",Brown,34.45,0.0,34.45,"2025-08-06",4,4.5,false,"",Bag,Oversized,Leather,Unisex,out-of-season
FB000113,Dresses,H&M,Fall,S,Purple,128.15,0.5,64.08,"2025-08-06",28,3.2,false,"",Earrings,Oversized,Mixed,Women,out-of-season
FB000114,Tops,Mango,Summer,XXL,Red,99.62,0.33799999237060546,65.95,"2025-08-06",27,2.1,false,"",Blouse,Oversized,Cotton,Unisex,in-season
FB000115,Bottoms,Forever21,Winter,S,Pink,87.39,0.255,65.11,"2025-08-06",8,2.3,false,"",Jeans,Oversized,Cotton,Women,out-of-season
FB000116,Tops,Zara,Spring,XXL,Brown,49.67,0.0,49.67,"2024-09-06",37,2.3,false,"",Hoodie,Regular,Wool,Women,out-of-season
FB000117,Accessories,Uniqlo,Fall,"",Brown,72.04,0.0,72.04,"2025-08-06",48,,true,Wrong Item,Bag,Regular,Leather,Women,out-of-season
FB000118,Dresses,Zara,Spring,M,Navy,133.82,0.0,133.82,"2024-11-25",12,1.7,false,"",Necklace,Oversized,Mixed,Men,out-of-season
FB000119,Bottoms,Uniqlo,Winter,S,Black,62.93,0.0,62.93,"2025-08-06",49,,false,"",Skirt,Slim,Polyester,Women,out-of-season
FB000120,Outerwear,Zara,Spring,L,Red,248.58,0.0,248.58,"2025-07-04",27,1.5,false,"",Bomber Jacket,Regular,Cotton Blend,Women,out-of-season
FB000121,Shoes,Uniqlo,Fall,XXL,Navy,61.08,0.0,61.08,"2025-08-06",27,,true,Changed Mind,Sneakers,Relaxed,Synthetic,Women,out-of-season
FB000122,Bottoms,Gap,Winter,S,Red,109.12,0.0,109.12,"2025-08-06",34,,false,"",Jeans,Relaxed,Cotton,Unisex,out-of-season
FB000123,Outerwear,Zara,Winter,XXL,Purple,82.91,0.4590000152587891,44.85,"2025-08-06",24,,true,Quality Issue,Bomber Jacket,Oversized,Cotton Blend,Unisex,out-of-season
FB000124,Shoes,H&M,Summer,XS,Purple,113.53,0.10899999618530273,101.16,"2025-08-06",40,2.8,false,"",Sneakers,Regular,Leather,Women,in-season
FB000125,Accessories,Uniqlo,Winter,"",Brown,38.89,0.515,18.86,"2025-08-06",28,4.3,false,"",Scarf,Oversized,Synthetic,Unisex,out-of-season
FB000126,Dresses,Gap,Spring,XXL,Black,53.01,0.4590000152587891,28.68,"2025-01-14",37,3.7,false,"",Tote Bag,Regular,Mixed,Unisex,out-of-season
FB000127,Shoes,Ann Taylor,Spring,XXL,Blue,81.64,0.0,81.64,"2024-12-06",50,1.1,false,"",Loafers,Regular,Leather,Men,out-of-season
FB000128,Shoes,Ann Taylor,Spring,XXL,White,125.24,0.215,98.31,"2024-09-06",7,2.9,false,"",Sneakers,Oversized,Synthetic,Women,out-of-season
FB000129,Outerwear,Ann Taylor,Spring,XS,Pink,98.61,0.0,98.61,"2025-03-05",1,2.6,false,"",Puffer Jacket,Regular,Cotton Blend,Men,in-season
FB000130,Shoes,Gap,Fall,XS,Blue,77.54,0.0,77.54,"2025-08-06",36,3.4,false,"",Sandals,Oversized,Leather,Unisex,out-of-season
FB000131,Dresses,Banana Republic,Spring,XL,Purple,79.13,0.0,79.13,"2024-11-16",11,3.6,false,"",Tote Bag,Oversized,Mixed,Men,out-of-season
FB000132,Bottoms,Mango,Spring,S,Green,96.11,0.0,96.11,"2025-04-12",13,4.2,false,"",Skirt,Slim,Cotton,Women,in-season
FB000133,Tops,Mango,Spring,XL,White,116.61,0.0,116.61,"2024-11-04",31,,false,"",Sweater,Regular,Wool,Men,out-of-season
FB000134,Accessories,Ann Taylor,Winter,"",Blue,57.8,0.27,42.19,"2025-08-06",9,1.8,false,"",Cap,Regular,Leather,Men,out-of-season
FB000135,Tops,H&M,Spring,S,White,110.78,0.0,110.78,"2025-01-13",9,1.4,false,"",T-Shirt,Regular,Cotton,Men,out-of-season
FB000136,Tops,Gap,Spring,L,Black,112.63,0.0,112.63,"2024-10-14",50,3.6,true,Quality Issue,Sweater,Relaxed,Cotton,Women,out-of-season
FB000137,Tops,H&M,Summer,XS,Purple,89.36,0.0,89.36,"2025-08-06",24,4.3,true,Damaged,Sweater,Oversized,Cotton,Women,in-season
FB000138,Outerwear,Forever21,Fall,M,Pink,127.99,0.0,127.99,"2025-08-06",16,,false,"",Puffer Jacket,Regular,Cotton Blend,Unisex,out-of-season
FB000139,Bottoms,Zara,Winter,XXL,Beige,54.88,0.5879999923706055,22.61,"2025-08-06",50,3.5,false,"",Trousers,Slim,Cotton,Unisex,out-of-season
FB000140,Shoes,Uniqlo,Spring,L,White,154.13,0.0,154.13,"2024-10-01",31,4.1,true,Size Issue,Sneakers,Regular,Synthetic,Women,out-of-season
FB000141,Dresses,Ann Taylor,Spring,XS,Gray,131.5,0.0,131.5,"2024-11-03",5,,false,"",Necklace,Relaxed,Mixed,Unisex,out-of-season
FB000142,Outerwear,Gap,Summer,M,Blue,133.26,0.0,133.26,"2025-08-06",29,1.3,false,"",Trench Coat,Slim,Polyester,Women,in-season
FB000143,Shoes,Forever21,Winter,XL,Red,173.91,0.0,173.91,"2025-08-06",21,,false,"",Loafers,Slim,Leather,Men,out-of-season
FB000144,Tops,H&M,Spring,L,Beige,102.99,0.0,102.99,"2025-07-16",41,3.9,false,"",Blouse,Slim,Viscose,Men,out-of-season
FB000145,Outerwear,Zara,Spring,L,Beige,87.78,0.45299999237060545,48.02,"2025-02-17",34,1.8,false,"",Puffer Jacket,Relaxed,Cotton Blend,Unisex,out-of-season
FB000146,Tops,Uniqlo,Winter,"",Beige,91.8,0.15800000190734864,77.3,"2025-08-06",30,4.2,false,"",Hoodie,Relaxed,Cotton,Unisex,out-of-season
FB000147,Tops,Zara,Winter,L,White,107.32,0.2539999961853027,80.06,"2025-08-06",50,4.4,false,"",T-Shirt,Slim,Wool,Women,out-of-season
FB000148,Bottoms,Banana Republic,Spring,XXL,Brown,67.69,0.5729999923706055,28.9,"2025-07-24",50,4.6,false,"",Skirt,Slim,Cotton,Unisex,out-of-season
FB000149,Tops,Ann Taylor,Summer,M,Beige,68.11,0.46,36.78,"2025-08-06",3,2.5,false,"",Hoodie,Oversized,Wool,Women,in-season
FB000150,Shoes,Banana Republic,Spring,L,Blue,94.29,0.0,94.29,"2024-09-15",18,1.7,false,"",Ankle Boots,Oversized,Leather,Men,out-of-season
FB000151,Tops,Ann Taylor,Winter,XL,Gray,94.97,0.0,94.97,"2025-08-06",46,4.3,false,"",T-Shirt,Regular,Wool,Men,out-of-season
FB000152,Shoes,Banana Republic,Winter,M,Navy,65.87,0.11399999618530274,58.36,"2025-08-06",15,3.9,false,"",Sandals,Oversized,Leather,Men,out-of-season
FB000153,Dresses,Zara,Winter,XXL,Blue,155.06,0.29399999618530276,109.47,"2025-08-06",5,3.6,false,"",Earrings,Regular,Mixed,Women,out-of-season
FB000154,Outerwear,Zara,Winter,L,Brown,172.59,0.0,172.59,"2025-08-06",1,2.1,false,"",Bomber Jacket,Oversized,Cotton Blend,Unisex,out-of-season
FB000155,Dresses,H&M,Summer,M,Blue,68.72,0.0,68.72,"2025-08-06",28,1.7,true,Quality Issue,Belt,Regular,Mixed,Women,in-season
FB000156,Tops,Banana Republic,Spring,XL,Blue,28.78,0.0,28.78,"2024-10-03",21,,false,"",Sweater,Slim,Cotton,Women,out-of-season
FB000157,Outerwear,H&M,Winter,XXL,Black,110.32,0.28299999237060547,79.1,"2025-08-06",49,3.3,false,"",Denim Jacket,Relaxed,Cotton Blend,Men,out-of-season
FB000158,Shoes,Mango,Summer,XXL,Black,194.24,0.0,194.24,"2025-08-06",17,1.2,true,Changed Mind,Sandals,Oversized,Synthetic,Men,in-season
FB000159,Shoes,Gap,Fall,XS,Beige,175.91,0.0,175.91,"2025-08-06",4,2.8,false,"",Ankle Boots,Regular,Leather,Unisex,out-of-season
FB000160,Bottoms,Mango,Winter,XXL,Gray,79.34,0.0,79.34,"2025-08-06",30,4.4,false,"",Trousers,Relaxed,Cotton,Women,out-of-season
FB000161,Bottoms,H&M,Summer,M,Green,111.88,0.0,111.88,"2025-08-06",41,4.5,false,"",Trousers,Oversized,Cotton,Women,in-season
FB000162,Accessories,Gap,Spring,"",Navy,42.84,0.40599998474121096,25.45,"2024-09-12",18,2.6,false,"",Scarf,Relaxed,Cotton,Unisex,out-of-season
FB000163,Bottoms,Gap,Spring,XXL,Navy,26.28,0.01100000023841858,25.99,"2025-06-20",35,5.0,false,"",Trousers,Regular,Polyester,Men,out-of-season
FB000164,Accessories,H&M,Spring,"",Green,23.11,0.0,23.11,"2024-09-17",2,1.4,false,"",Scarf,Regular,Leather,Women,out-of-season
FB000165,Shoes,Zara,Winter,M,White,168.36,0.0,168.36,"2025-08-06",47,,true,Damaged,Loafers,Relaxed,Synthetic,Men,out-of-season
FB000166,Shoes,Gap,Fall,XL,Green,99.26,0.0,99.26,"2025-08-06",33,,true,Quality Issue,Ankle Boots,Oversized,Leather,Men,out-of-season
FB000167,Accessories,Mango,Spring,"",Black,53.66,0.0,53.66,"2024-12-19",40,2.8,false,"",Cap,Slim,Cotton,Men,out-of-season
FB000168,Accessories,Ann Taylor,Summer,"",Gray,69.71,0.18,57.16,"2025-08-06",34,4.2,true,Color Mismatch,Scarf,Relaxed,Synthetic,Men,in-season
FB000169,Dresses,Forever21,Fall,XXL,Gray,60.3,0.21399999618530274,47.4,"2025-08-06",4,3.6,false,"",Bracelet,Oversized,Mixed,Unisex,out-of-season
